severity,condition,fire_intensity,road_stability,aftershock_prob,area_risk,rescue_delay,survival_prob,risk_class
2,0.9918,8.6805,0.1707,0.2184,8.2044,23.68,0.05,2
2,0.2845,9.6324,0.0746,0.1202,12.4464,8.9,0.2856,2
1,0.4413,0.313,0.7827,0.0683,9.0922,16.24,0.5447,0
1,0.9338,7.3127,0.2654,0.2633,4.3672,10.36,0.331,1
1,0.7494,9.0952,0.1778,0.0461,3.1064,12.43,0.3238,1
0,0.1433,8.5736,0.6916,0.5672,2.2849,21.97,0.5513,1
0,0.8034,9.6452,0.6181,0.2838,13.4918,26.45,0.3389,1
0,0.8451,7.6009,0.6332,0.8245,10.652,3.64,0.4355,1
2,0.7755,4.423,0.2289,0.0742,14.0607,19.04,0.1068,2
1,0.8196,3.1195,0.2326,0.2264,9.0494,17.46,0.3645,1
2,0.8426,3.2074,0.2208,0.7302,7.101,3.55,0.2513,2
0,0.2678,7.2442,0.1738,0.5988,0.8957,6.36,0.5872,1
1,0.3121,7.4584,0.6557,0.0645,10.0746,9.33,0.4735,1
2,0.6704,2.0036,0.848,0.8772,8.7331,5.01,0.3089,1
1,0.9171,8.6812,0.7243,0.8773,14.8531,7.31,0.1725,2
2,0.3846,7.1492,0.7921,0.3304,3.5874,8.03,0.4249,1
1,0.6295,5.6275,0.4048,0.3404,7.9611,10.07,0.4039,1
0,0.7147,4.7153,0.6541,0.989,9.7644,22.48,0.3492,1
0,0.5068,5.4323,0.3542,0.6262,9.6689,17.16,0.4479,1
1,0.7424,1.5925,0.5255,0.5313,8.4194,29.59,0.3748,1
2,0.9097,2.037,0.4816,0.8382,11.6539,12.44,0.2311,2
0,0.6617,0.9116,0.1769,0.2853,3.0747,22.62,0.5703,0
0,0.5858,1.5366,0.3871,0.4292,10.8844,26.14,0.4832,1
0,0.4949,4.5369,0.9638,0.2678,9.296,20.37,0.5673,0
1,0.6197,5.3035,0.2486,0.7892,13.4411,12.36,0.3232,2
1,0.4198,0.1786,0.1338,0.5733,12.7079,22.61,0.4001,1
2,0.4523,7.968,0.4186,0.6588,4.7272,6.11,0.2115,1
2,0.5787,2.9417,0.7903,0.2523,4.1436,9.83,0.4442,1
2,0.16,9.1184,0.5821,0.2202,14.7248,16.4,0.3719,2
1,0.3061,9.6751,0.681,0.4884,7.909,17.26,0.4468,1
1,0.5886,1.8546,0.1897,0.7376,13.5963,0.66,0.3589,1
2,0.4884,4.621,0.6189,0.5252,2.4582,28.35,0.2369,1
2,0.3995,0.0123,0.3235,0.0326,9.6423,20.9,0.2807,1
1,0.7575,5.9833,0.8343,0.8686,12.1479,14.87,0.3707,1
2,0.7243,6.0731,0.6293,0.0647,14.2109,27.99,0.1288,2
0,0.2501,2.4754,0.1989,0.9558,5.0601,13.17,0.7292,1
1,0.8908,5.5841,0.0646,0.0251,10.8747,29.41,0.2978,1
2,0.5459,2.2554,0.0426,0.6945,8.0822,15.37,0.1947,1
1,0.7673,1.6083,0.3714,0.0822,0.9094,3.43,0.4826,1
0,0.6158,6.5152,0.2659,0.9107,10.35,22.94,0.3926,1
1,0.9979,3.2593,0.6461,0.4644,10.3514,20.37,0.178,1
1,0.7772,5.9026,0.4993,0.1375,13.9591,23.19,0.2502,1
1,0.7363,4.3325,0.266,0.3408,7.4597,28.54,0.254,1
1,0.8007,9.8435,0.1492,0.1648,3.4538,23.29,0.3303,1
0,0.2288,1.4958,0.1272,0.1706,0.6685,18.34,0.7165,0
1,0.2841,4.646,0.8647,0.9481,6.2346,25.72,0.419,1
1,0.7427,6.8046,0.2435,0.4452,4.5288,20.2,0.2589,1
2,0.5446,3.9555,0.6517,0.7888,11.4163,12.24,0.3043,1
1,0.7792,9.747,0.8107,0.6396,5.314,26.57,0.2107,1
2,0.1926,7.2189,0.6141,0.6764,14.2361,6.66,0.3303,2
0,0.5828,6.5698,0.8596,0.1317,14.4347,21.44,0.464,1
0,0.4409,7.5706,0.3924,0.2342,9.3136,26.45,0.3998,1
0,0.5113,9.5265,0.9562,0.7868,13.9299,21.94,0.3683,1
0,0.6436,9.0782,0.1331,0.9708,11.4128,20.92,0.2812,2
2,0.5521,7.2429,0.1021,0.2627,8.2029,22.58,0.1623,2
1,0.5859,7.4916,0.6587,0.2716,2.7046,13.95,0.4185,1
0,0.5377,1.4592,0.9428,0.4729,6.879,26.23,0.5824,0
1,0.4681,1.0279,0.8089,0.9838,8.4131,6.1,0.4823,1
2,0.7947,5.709,0.0764,0.269,12.9594,3.82,0.252,2
2,0.111,0.1837,0.2794,0.407,7.22,8.57,0.541,1
2,0.6386,4.8236,0.9303,0.8915,13.4651,15.95,0.197,2
0,0.609,2.1035,0.2531,0.0029,10.1152,15.32,0.5795,1
1,0.7446,3.4602,0.7812,0.0398,2.055,24.62,0.4101,1
1,0.6391,7.758,0.8251,0.6041,14.9247,12.14,0.1783,1
1,0.8441,9.4124,0.4955,0.9074,7.9085,14.53,0.2067,2
2,0.9632,0.7242,0.3863,0.2389,5.8779,0.4,0.3224,1
0,0.4083,5.3424,0.4501,0.4696,9.8867,12.29,0.4874,1
2,0.3046,8.8253,0.227,0.4505,1.6334,19.43,0.3041,1
2,0.4812,0.8251,0.8894,0.473,9.5481,0.47,0.4382,1
1,0.3591,8.2451,0.4506,0.6225,7.4735,8.43,0.443,1
2,0.6535,3.578,0.8825,0.4697,6.1001,6.24,0.3405,1
1,0.9207,3.2209,0.1057,0.4475,14.2953,1.26,0.3689,1
0,0.2252,9.7747,0.9883,0.4743,7.8381,14.38,0.6244,1
1,0.1907,2.0086,0.4433,0.5909,3.2868,5.45,0.6655,1
0,0.3304,6.9319,0.0478,0.537,6.8845,22.29,0.5449,1
1,0.7535,8.2144,0.038,0.8541,13.7908,25.44,0.0607,2
2,0.6337,0.4118,0.7462,0.0495,2.6414,16.37,0.3703,1
2,0.192,6.7039,0.659,0.8333,3.2094,29.45,0.3117,1
0,0.9269,9.5155,0.8021,0.8439,0.1954,13.51,0.3879,1
0,0.8111,1.2422,0.1054,0.2849,0.2129,15.4,0.5297,0
0,0.1207,8.9622,0.0356,0.4629,12.4409,29.68,0.5196,1
1,0.6862,5.9478,0.5086,0.4385,10.9818,6.95,0.3551,1
1,0.7941,6.166,0.3876,0.2185,5.3256,28.28,0.2275,1
0,0.437,6.1294,0.4619,0.3968,10.4747,1.29,0.5655,1
2,0.162,2.9884,0.9916,0.0444,5.9281,13.39,0.6373,1
1,0.1696,9.352,0.9707,0.2778,14.2935,2.1,0.5301,1
1,0.1938,9.4735,0.9423,0.8167,14.5058,21.88,0.3047,1
1,0.8564,6.253,0.7838,0.2846,5.8919,18.25,0.2469,1
0,0.9196,7.8342,0.3548,0.8182,12.8133,21.2,0.2376,1
0,0.2105,6.1226,0.4121,0.5316,11.5963,11.23,0.5897,1
0,0.3123,4.844,0.5496,0.8799,4.65,11.08,0.6617,1
0,0.249,6.6082,0.8305,0.5748,3.4806,1.36,0.7644,0
0,0.2677,5.53,0.0687,0.0297,6.8735,10.5,0.642,1
2,0.8537,5.9748,0.4243,0.6754,11.7202,27.88,0.05,2
2,0.3989,7.8383,0.0826,0.0449,14.4025,11.38,0.2639,2
0,0.3803,4.809,0.5147,0.4506,11.4537,24.94,0.4317,1
1,0.3047,0.4075,0.8989,0.9294,12.8281,25.27,0.5533,1
0,0.6471,1.64,0.7825,0.1652,9.046,11.2,0.6594,0
2,0.4414,4.3861,0.2278,0.3899,12.5311,18.96,0.2839,2
2,0.7698,7.2483,0.976,0.7299,11.7663,2.86,0.1718,2
1,0.285,5.9328,0.6674,0.8823,5.6548,3.11,0.5816,1
2,0.809,6.5029,0.0104,0.6709,8.2799,1.46,0.1415,2
0,0.6433,4.7928,0.2554,0.2582,12.0713,17.43,0.4196,1
1,0.2028,6.1574,0.2607,0.6746,0.6909,12.78,0.5016,1
0,0.4731,3.2902,0.0693,0.2967,12.1212,16.44,0.5198,1
0,0.8772,4.7018,0.9598,0.7184,2.6683,15.63,0.4406,1
1,0.9307,7.4428,0.4783,0.954,7.7203,10.51,0.1795,2
0,0.5191,8.7183,0.8958,0.7214,12.1241,20.32,0.3998,1
2,0.5328,4.3366,0.3222,0.8629,3.8073,22.76,0.167,1
0,0.9266,0.4366,0.1252,0.0021,3.6871,0.44,0.5816,0
1,0.6284,1.6167,0.4743,0.7176,6.0415,6.22,0.3888,1
1,0.1296,0.2086,0.114,0.8296,13.4196,21.4,0.4221,1
1,0.9215,6.5326,0.486,0.0406,0.0066,11.6,0.431,1
0,0.3234,3.3231,0.9203,0.8716,13.5207,19.87,0.6097,1
1,0.6199,5.4248,0.5208,0.2567,2.3071,10.41,0.4058,1
1,0.249,4.9328,0.6165,0.6653,14.8513,11.72,0.5034,1
0,0.1305,0.8153,0.1566,0.8004,14.3227,4.76,0.5666,1
2,0.3803,4.0326,0.0437,0.6627,7.4201,7.75,0.4301,1
0,0.8024,2.2056,0.1108,0.0923,7.6908,18.16,0.551,1
1,0.3498,4.184,0.5985,0.5963,7.2232,12.99,0.4581,1
1,0.2981,2.0358,0.095,0.5496,9.5317,23.23,0.4407,1
0,0.2914,8.4045,0.376,0.9003,1.3608,25.58,0.4271,1
2,0.5637,1.7419,0.5501,0.4042,0.4893,16.25,0.3712,1
1,0.978,9.6078,0.3887,0.3211,0.8655,22.75,0.2072,1
1,0.5131,4.1591,0.1637,0.7499,6.6655,9.21,0.3595,1
1,0.6016,8.4625,0.2738,0.4127,4.1332,12.45,0.3321,1
0,0.8746,6.2876,0.9283,0.6461,9.3306,21.38,0.3741,1
1,0.5816,7.3535,0.676,0.6465,14.8866,11.59,0.2711,1
2,0.266,7.6772,0.496,0.888,5.7948,17.66,0.2294,1
